1984	8	1.41%	4093.65	104.50
1984	9	-0.41%	4076.77	105.00
1984	10	1.29%	4129.19	105.30
1984	11	-0.71%	4099.97	105.30
1984	12	4.70%	4292.57	105.30
1985	1	5.79%	4541.00	105.50
1985	2	-0.48%	4519.28	106.00
1985	3	1.02%	4565.59	106.40
1985	4	2.74%	4690.49	106.90
1985	5	2.51%	4808.26	107.30
1985	6	2.25%	4916.31	107.60
1985	7	-1.85%	4825.59	107.80
1985	8	-1.88%	4734.63	108.00
1985	9	1.50%	4805.44	108.30
1985	10	6.42%	5113.97	108.70
1985	11	5.29%	5384.73	109.00
1985	12	0.75%	5425.21	109.30
1986	1	5.70%	5734.30	109.60
1986	2	6.18%	6088.84	109.30
1986	3	2.74%	6255.76	108.80
1986	4	0.49%	6286.53	108.60
1986	5	3.13%	6483.50	108.90
1986	6	-1.80%	6366.54	109.50
1986	7	2.28%	6511.76	109.50
1986	8	-2.46%	6351.81	109.70
1986	9	-0.09%	6346.10	110.20
1986	10	3.53%	6570.31	110.30
1986	11	1.71%	6682.59	110.40
1986	12	6.67%	7128.54	110.50
1987	1	6.46%	7589.18	111.20
1987	2	4.38%	7921.32	111.60
1987	3	-0.86%	7853.48	112.10
1987	4	0.17%	7867.05	112.70
1987	5	4.50%	8220.94	113.10
1987	6	3.12%	8477.61	113.50
1987	7	6.45%	9024.76	113.80
1987	8	-3.03%	8751.27	114.40
1987	9	-11.85%	7713.90	115.00
1987	10	-12.30%	6764.83	115.30
1987	11	-1.33%	6674.54	115.40
1987	12	4.25%	6957.98	115.40
1988	1	3.33%	7189.58	115.70
1988	2	3.23%	7421.95	116.00
1988	3	-0.89%	7356.19	116.50
1988	4	-2.19%	7195.22	117.10
1988	5	6.00%	7626.80	117.50
1988	6	-0.31%	7603.39	118.00
1988	7	-1.72%	7472.73	118.50
1988	8	1.93%	7616.74	119.00
1988	9	3.80%	7906.30	119.80
1988	10	-2.02%	7746.57	120.20
1988	11	2.33%	7926.75	120.30
1988	12	3.51%	8205.19	120.50
1989	1	3.30%	8475.95	121.10
1989	2	-0.16%	8462.25	121.60
1989	3	3.56%	8763.91	122.30
1989	4	4.12%	9124.57	123.10
1989	5	3.39%	9434.14	123.80
1989	6	2.80%	9698.31	124.10
1989	7	4.69%	10153.23	124.40
1989	8	0.46%	10199.48	124.60
1989	9	0.29%	10228.68	125.00
1989	10	-1.81%	10043.18	125.60
1989	11	2.74%	10318.03	125.90
1989	12	-2.21%	10089.88	126.10
1990	1	-2.53%	9834.89	127.40
1990	2	2.71%	10101.13	128.00
1990	3	0.20%	10120.93	128.70
1990	4	3.85%	10510.68	128.90
1990	5	3.17%	10843.86	129.20
1990	6	0.17%	10862.27	129.90
1990	7	-7.86%	10008.36	130.40
1990	8	-4.34%	9573.89	131.60
1990	9	-2.32%	9352.18	132.70
1990	10	2.98%	9631.23	133.50
1990	11	4.59%	10072.98	133.80
1990	12	-0.69%	10003.96	133.80
1991	1	11.61%	11165.10	134.60
1991	2	3.04%	11505.04	134.80
1991	3	2.26%	11764.92	135.00
1991	4	-0.18%	11743.87	135.20
1991	5	0.35%	11784.62	135.60
1991	6	0.78%	11876.60	136.00
1991	7	2.68%	12194.77	136.20
1991	8	-0.30%	12157.80	136.60
1991	9	0.18%	12179.89	137.20
1991	10	0.02%	12181.81	137.40
1991	11	0.94%	12295.73	137.80
1991	12	7.36%	13200.45	137.90
1992	1	-0.60%	13121.14	138.10
1992	2	-1.01%	12988.30	138.60
1992	3	0.26%	13022.63	139.30
1992	4	2.07%	13291.98	139.50
1992	5	-1.33%	13115.32	139.70
1992	6	1.91%	13366.10	140.20
1992	7	0.94%	13491.97	140.50
1992	8	0.38%	13543.00	140.90
1992	9	-1.18%	13382.91	141.30
1992	10	2.76%	13751.86	141.80
1992	11	3.27%	14201.71	142.00
1992	12	0.14%	14222.01	141.90
1993	1	1.72%	14467.23	142.60
1993	2	2.15%	14778.30	143.10
1993	3	-1.34%	14580.01	143.60
1993	4	0.72%	14685.68	144.00
1993	5	0.87%	14812.73	144.20
1993	6	0.06%	14821.77	144.40
1993	7	1.76%	15083.00	144.40
1993	8	1.35%	15287.37	144.80
1993	9	1.24%	15477.22	145.10
1993	10	0.01%	15478.39	145.70
1993	11	0.89%	15615.71	145.80
1993	12	1.74%	15886.78	145.80
1994	1	-0.08%	15874.76	146.20
1994	2	-1.42%	15648.73	146.70
1994	3	-3.35%	15125.06	147.20
1994	4	1.06%	15285.12	147.40
1994	5	1.11%	15454.50	147.50
1994	6	-0.52%	15374.31	148.00
1994	7	3.08%	15848.16	148.40
1994	8	0.82%	15977.71	149.00
1994	9	-0.44%	15906.77	149.40
1994	10	-0.37%	15847.93	149.50
1994	11	-1.03%	15685.38	149.70
1994	12	2.45%	16069.85	149.70
1995	1	3.82%	16683.57	150.30
1995	2	2.56%	17110.37	150.90
1995	3	3.22%	17660.56	151.40
1995	4	3.35%	18251.80	151.90
1995	5	3.18%	18831.91	152.20
1995	6	3.55%	19499.97	152.50
1995	7	0.51%	19600.03	152.50
1995	8	3.72%	20328.70	152.90
1995	9	0.91%	20514.21	153.20
1995	10	2.36%	20998.01	153.70
1995	11	3.39%	21709.66	153.60
1995	12	0.16%	21744.96	153.50
1996	1	5.90%	23028.87	154.40
1996	2	-0.20%	22982.65	154.90
1996	3	0.20%	23027.93	155.70
1996	4	2.35%	23570.20	156.30
1996	5	1.28%	23871.57	156.60
1996	6	-3.48%	23041.66	156.70
1996	7	3.08%	23750.36	157.00
1996	8	2.02%	24231.01	157.30
1996	9	4.12%	25229.20	157.80
1996	10	5.05%	26503.80	158.30
1996	11	1.20%	26821.38	158.60
1996	12	3.26%	27695.09	158.60
1997	1	4.36%	28902.92	159.10
1997	2	-0.62%	28722.66	159.60
1997	3	-3.41%	27744.58	160.00
1997	4	9.22%	30302.03	160.20
1997	5	5.34%	31919.20	160.10
1997	6	5.74%	33750.06	160.30
1997	7	0.35%	33867.44	160.50
1997	8	1.19%	34271.14	160.80
1997	9	1.65%	34835.03	161.20
1997	10	-1.15%	34433.71	161.60
1997	11	2.63%	35340.91	161.50
1997	12	0.24%	35424.70	161.30
1998	1	6.40%	37692.65	161.60
1998	2	5.31%	39695.21	161.90
1998	3	3.41%	41047.10	162.20
1998	4	-0.22%	40956.03	162.50
1998	5	0.12%	41003.73	162.80
1998	6	4.47%	42835.64	163.00
1998	7	-6.97%	39849.56	163.20
1998	8	-4.90%	37897.55	163.40
1998	9	1.29%	38386.75	163.60
1998	10	10.97%	42599.46	164.00
1998	11	4.10%	44347.79	164.00
1998	12	5.05%	46586.33	163.90
1999	1	-0.07%	46555.25	164.30
1999	2	2.92%	47916.30	164.50
1999	3	4.25%	49952.75	165.00
1999	4	-0.10%	49903.38	166.20
1999	5	-0.61%	49598.09	166.20
1999	6	4.52%	51841.11	166.20
1999	7	-3.77%	49884.42	166.70
1999	8	-0.60%	49586.11	167.10
1999	9	-1.27%	48955.14	167.90
1999	10	7.11%	52433.87	168.20
1999	11	2.81%	53906.59	168.30
1999	12	-0.12%	53842.48	168.30
2000	1	-2.48%	52508.22	168.80
2000	2	3.94%	54577.55	169.80
2000	3	1.42%	55355.09	171.20
2000	4	-2.84%	53783.68	171.30
2000	5	3.16%	55485.11	171.50
2000	6	0.85%	55956.93	172.40
2000	7	0.94%	56482.76	172.80
2000	8	-1.08%	55872.94	172.80
2000	9	-5.21%	52959.60	173.70
2000	10	-0.77%	52550.45	174.00
2000	11	-3.32%	50805.74	174.10
2000	12	0.46%	51036.91	174.00
2001	1	-2.14%	49946.63	175.10
2001	2	-9.08%	45411.52	175.80
2001	3	0.45%	45615.28	176.20
2001	4	6.88%	48753.31	176.90
2001	5	-2.39%	47588.76	177.70
2001	6	-2.66%	46322.79	178.00
2001	7	-2.05%	45375.10	177.50
2001	8	-11.25%	40271.62	177.50
2001	9	3.18%	41553.88	178.30
2001	10	5.05%	43653.66	177.70
2001	11	1.47%	44293.64	177.40
2001	12	-0.30%	44161.78	176.70
2002	1	-3.35%	42681.14	177.10
2002	2	4.95%	44791.84	177.80
2002	3	-3.51%	43217.66	178.80
2002	4	-2.82%	41998.76	179.80
2002	5	-5.92%	39512.03	179.80
2002	6	-10.76%	35261.13	179.90
2002	7	1.14%	35662.68	180.10
2002	8	-4.76%	33965.95	180.70
2002	9	-1.37%	33501.62	181.00
2002	10	6.63%	35721.29	181.30
2002	11	-1.04%	35351.56	181.30
2002	12	-0.22%	35272.89	180.90
2003	1	-6.41%	33010.19	181.70
2003	2	1.31%	33441.93	183.10
2003	3	5.29%	35209.63	184.20
2003	4	5.31%	37080.04	183.80
2003	5	5.70%	39195.15	183.50
2003	6	0.60%	39428.72	183.70
2003	7	-0.17%	39363.14	183.90
2003	8	3.16%	40607.48	184.60
2003	9	2.03%	41430.93	185.20
2003	10	1.21%	41932.48	185.00
2003	11	3.06%	43217.21	184.50
2003	12	4.93%	45349.97	184.30
2004	1	1.09%	45842.77	185.20
2004	2	-1.57%	45125.24	186.20
2004	3	0.97%	45562.11	187.40
2004	4	-2.56%	44393.79	188.00
2004	5	2.86%	45662.42	189.10
2004	6	-2.24%	44640.14	189.70
2004	7	-1.39%	44020.72	189.40
2004	8	2.78%	45245.65	189.50
2004	9	0.10%	45292.07	189.90
2004	10	4.77%	47454.27	190.90
2004	11	2.73%	48748.56	191.00
2004	12	-1.35%	48090.83	190.30
2005	1	1.68%	48899.34	190.70
2005	2	-0.26%	48774.36	191.80
2005	3	-2.41%	47599.42	193.30
2005	4	1.34%	48235.29	194.60
2005	5	2.18%	49287.16	194.40
2005	6	1.81%	50178.17	194.50
2005	7	0.31%	50333.73	195.40
2005	8	0.28%	50474.51	196.40
2005	9	-2.62%	49149.94	198.80
2005	10	3.96%	51097.04	199.20
2005	11	2.14%	52192.63	197.60
2005	12	1.47%	52958.17	196.80
2006	1	-0.02%	52949.36	198.30
2006	2	1.49%	53736.26	198.70
2006	3	0.80%	54165.26	199.80
2006	4	-0.79%	53739.17	201.50
2006	5	-2.71%	52285.10	202.50
2006	6	0.72%	52661.58	202.90
2006	7	2.29%	53868.45	203.50
2006	8	2.53%	55231.96	203.90
2006	9	3.62%	57229.10	202.90
2006	10	2.00%	58374.62	201.80
2006	11	2.15%	59628.66	201.50
2006	12	0.69%	60041.78	201.80
2007	1	1.60%	61000.08	202.42
2007	2	-2.47%	59491.00	203.50
2007	3	4.18%	61977.88	205.35
2007	4	3.39%	64080.02	206.69
2007	5	0.34%	64301.03	207.95
2007	6	0.57%	64670.52	208.35
2007	7	-4.20%	61953.64	208.30
2007	8	3.07%	63858.55	207.92
2007	9	2.99%	65768.97	208.49
2007	10	-4.81%	62607.91	208.94
2007	11	1.24%	63383.13	210.18
2007	12	-6.64%	59177.54	210.04
2008	1	-1.56%	58252.02	211.08
2008	2	-2.63%	56721.95	211.69
2008	3	4.24%	59129.12	213.53
2008	4	2.56%	60644.36	214.82
2008	5	-4.25%	58069.05	216.63
2008	6	-6.08%	54539.34	218.82
2008	7	2.11%	55690.41	219.96
2008	8	-4.85%	52990.80	219.09
2008	9	-20.19%	42290.06	218.78
2008	10	-8.61%	38650.85	216.57
2008	11	-0.35%	38515.10	212.43
2008	12	-1.10%	38093.15	210.23
2009	1	-6.70%	35539.95	211.14
2009	2	-5.69%	33518.64	212.19
2009	3	12.32%	37648.72	212.71
2009	4	6.66%	40156.06	213.24
2009	5	2.87%	41308.08	213.86
2009	6	1.28%	41835.85	215.69
2009	7	8.12%	45233.23	215.35
2009	8	3.65%	46884.40	215.83
2009	9	2.40%	48011.09	215.97
2009	10	2.09%	49016.59	216.18
2009	11	2.23%	50107.63	216.33
2009	12	1.36%	50787.58	215.95
2010	1	-2.90%	49315.51	216.69
2010	2	5.94%	52246.35	216.74
2010	3	4.09%	54382.15	217.63
2010	4	-5.88%	51183.17	218.01
2010	5	-3.54%	49369.46	218.18
2010	6	-0.16%	49290.93	217.97
2010	7	0.86%	49716.61	218.01
2010	8	3.37%	51392.64	218.31
2010	9	4.58%	53745.10	218.44
2010	10	2.49%	55083.85	218.71
2010	11	3.71%	57129.52	218.80
2010	12	3.46%	59107.45	219.18
2011	1	3.15%	60969.85	220.22
2011	2	-1.11%	60291.58	221.31
2011	3	2.22%	61630.65	223.47
2011	4	0.66%	62036.94	224.91
2011	5	-3.66%	59764.77	225.96
2011	6	3.10%	61618.52	225.72
2011	7	-10.40%	55209.79	225.92
2011	8	-0.79%	54774.05	226.55
2011	9	3.02%	56427.63	226.89
2011	10	1.77%	57424.77	226.42
2011	11	1.55%	58317.59	226.23
2011	12	4.78%	61106.66	225.67
2012	1	4.16%	63650.29	226.67
2012	2	2.88%	65485.86	227.66
2012	3	-0.04%	65460.84	229.39
2012	4	-3.09%	63437.47	230.09
2012	5	-1.15%	62706.41	229.82
2012	6	2.92%	64538.12	229.48
2012	7	3.39%	66724.48	229.10
2012	8	3.02%	68740.34	230.38
2012	9	-0.22%	68591.08	231.41
2012	10	-2.84%	66644.81	231.32
2012	11	2.18%	68094.69	230.22
2012	12	4.27%	71001.49	229.60
2013	1	2.33%	72657.97	230.28
2013	2	2.72%	74636.05	232.17
2013	3	1.45%	75721.11	232.77
2013	4	4.57%	79184.79	232.53
2013	5	-1.12%	78299.69	232.95
2013	6	3.25%	80847.93	233.50
2013	7	0.25%	81052.09	233.60
2013	8	1.19%	82018.61	233.88
2013	9	2.12%	83755.40	234.15
2013	10	3.86%	86988.35	233.55
2013	11	1.52%	88312.02	233.07
2013	12	0.97%	89166.71	233.05
2014	1	-0.13%	89050.76	233.92
2014	2	2.72%	91474.96	234.78
2014	3	0.20%	91659.49	236.29
2014	4	1.53%	93063.75	237.07
2014	5	3.20%	96038.36	237.90
2014	6	1.50%	97474.92	238.34
2014	7	-0.43%	97058.75	238.25
2014	8	1.78%	98784.49	237.85
2014	9	-2.65%	96170.08	238.03
2014	10	5.71%	101657.21	237.43
2014	11	0.63%	102301.60	236.15
2014	12	-1.11%	101166.00	234.81
2015	1	2.83%	104026.37	233.71
2015	2	0.06%	104083.96	234.72
2015	3	0.88%	104998.25	236.12
2015	4	0.98%	106026.08	236.60
2015	5	-0.44%	105564.33	237.81
2015	6	-0.08%	105480.27	238.64
2015	7	-2.42%	102923.01	238.65
2015	8	-4.51%	98284.17	238.32
2015	9	4.32%	102527.22	237.95
2015	10	2.93%	105533.80	237.84
2015	11	-1.10%	104369.79	237.34
2015	12	-6.42%	97669.65	236.53
2016	1	-0.55%	97132.55	236.92
2016	2	6.36%	103312.83	237.11
2016	3	2.83%	106237.89	238.13
2016	4	-0.30%	105914.54	239.26
2016	5	1.07%	107044.10	240.23
2016	6	3.30%	110573.82	241.02
2016	7	1.20%	111899.88	240.63
2016	8	-0.44%	111409.01	240.85
2016	9	-0.51%	110845.30	241.43
2016	10	1.20%	112176.73	241.73
2016	11	3.95%	116603.19	241.35
2016	12	1.44%	118279.51	241.43
2017	1	2.58%	121326.92	242.84
2017	2	1.75%	123449.24	243.60
2017	3	-0.15%	123259.12	243.80
2017	4	1.69%	125345.13	244.52
2017	5	1.78%	127571.79	244.73
2017	6	0.99%	128832.05	244.96
2017	7	0.25%	129151.31	244.79
2017	8	1.65%	131286.52	245.52
2017	9	2.73%	134876.94	246.82
2017	10	1.59%	137020.90	246.66
2017	11	2.88%	140971.88	246.67
2017	12	4.86%	147825.79	246.52
2018	1	-2.89%	143558.52	247.87
2018	2	0.06%	143651.23	248.99
2018	3	-1.66%	141260.92	249.55
2018	4	1.96%	144031.92	250.55
2018	5	2.11%	147075.27	251.59
2018	6	1.58%	149400.15	251.99
2018	7	2.45%	153061.66	252.01
2018	8	1.68%	155632.71	252.15
2018	9	-3.85%	149642.43	252.44
2018	10	-2.08%	146535.69	252.89
2018	11	-5.56%	138384.62	252.04
2018	12	1.74%	140786.48	251.23
2019	1	5.83%	148992.78	251.71
2019	2	1.95%	151895.19	252.78
2019	3	3.72%	157550.59	254.20
2019	4	-1.53%	155137.24	255.55
2019	5	1.40%	157316.53	256.09
2019	6	3.83%	163337.58	256.14
2019	7	-3.13%	158217.90	256.57
2019	8	3.09%	163099.28	256.56
2019	9	0.01%	163115.27	256.76
2019	10	4.43%	170347.30	257.35
2019	11	2.47%	174553.72	257.21
2019	12	3.35%	180394.98	256.97
2020	1	0.12%	180615.20	257.97
2020	2	-18.92%	146446.94	258.68
2020	3	4.32%	152771.42	258.12
2020	4	5.89%	161765.63	256.39
2020	5	6.51%	172293.78	256.39
2020	6	3.48%	178283.46	257.80
2020	7	5.89%	188790.61	259.10
2020	8	-0.63%	187606.89	259.92
2020	9	1.73%	190844.98	260.28
2020	10	3.95%	198391.22	260.39
2020	11	4.26%	206842.84	260.23
2020	12	2.80%	212624.72	260.47
2021	1	2.49%	217922.32	261.58
2021	2	0.82%	219712.25	263.01
2021	3	6.02%	232942.19	264.88
2021	4	0.76%	234713.09	267.05
2021	5	1.81%	238962.39	269.20
2021	6	3.07%	246294.24	271.70
2021	7	2.19%	251676.16	273.00
2021	8	-0.08%	251463.50	273.57
2021	9	0.45%	252600.56	274.31
2021	10	4.74%	264585.81	276.59
2021	11	0.27%	265288.03	277.95
2021	12	-2.05%	259844.44	278.80
2022	1	-2.90%	252302.28	281.15
2022	2	-0.89%	250050.27	283.72
2022	3	0.12%	250346.08	287.50
2022	4	-7.87%	230637.01	289.11
2022	5	-3.37%	222865.96	292.30
2022	6	0.46%	223901.59	296.31
2022	7	6.45%	238337.40	296.28
2022	8	-7.28%	220992.63	296.17
2022	9	-3.09%	214161.36	296.81
2022	10	5.29%	225479.99	298.01
2022	11	0.01%	225504.42	297.71
2022	12	1.38%	228608.39	296.80
2023	1	5.53%	241255.01	299.17
